pagerank,degree_centrality,community_id,relationship_count,report_count,neighbor_risk_ratio
0.8341008435603583,20,3,20,14,0.7063088384557132
0.5732108514756699,10,3,10,9,0.9653786628017824
0.8650476511058071,20,3,20,17,0.8754355338957487
0.8027257244508094,12,2,12,11,0.9512764533397833
0.6531514234687142,19,1,19,12,0.6600248005153059
0.8873139370977202,20,1,20,19,0.9526909882096318
0.4047720060716801,10,2,10,8,0.8383849522121516
0.6395125697855855,18,1,18,9,0.5458520736292405
0.7114645555406713,23,3,23,13,0.6063639475121145
0.9177167257290141,19,1,19,10,0.556732301008724
0.9085574634123755,10,2,10,7,0.7747644411618677
0.6149183008240262,14,3,14,7,0.558533508213803
0.4357950092317015,13,2,13,10,0.8091090316581305
0.4106736056736741,10,2,10,8,0.85048456572956
0.3936578038185161,21,3,21,17,0.8531211135782482
0.39880926838513986,8,2,8,7,0.9933197892505877
0.5745624774536722,4,2,4,3,0.9063997836287513
0.9183491464303152,16,2,16,13,0.8540905977915999
0.6390001927784692,15,2,15,12,0.8525421821483299
0.49923449265817277,22,3,22,15,0.7172259222441357
0.5022093043238832,21,2,21,11,0.5281516378409187
0.42129074976084313,12,3,12,10,0.8730224396327116
0.7000212590582957,20,1,20,18,0.9342995640947301
0.48415750311167155,9,2,9,4,0.5060772373449082
0.9319272960245834,18,1,18,9,0.5217003916490863
0.9047859981341576,8,3,8,6,0.8477055615533238
0.39526072825386155,18,1,18,10,0.6084045532932456
0.5266963681036578,4,1,4,3,0.8484625279319074
0.5805210988275319,14,2,14,13,0.9752057420382794
0.8841582703345497,15,1,15,9,0.6386905914905663
0.4628726958342568,11,2,11,6,0.6146973728524748
0.5095627549785433,8,1,8,5,0.6299749314271313
0.6219445080972985,20,1,20,13,0.6547638081431639
0.8382770118241691,19,1,19,10,0.5665925626118749
0.3957202277594979,9,2,9,6,0.7083195288692397
0.6986975727084958,5,2,5,4,0.9663642416770066
0.869638333700245,16,1,16,8,0.5131834872486261
0.5758780201268298,4,2,4,3,0.9936380646574723
0.4402501346621169,24,2,24,16,0.6904454283155108
0.9319486386887619,20,1,20,10,0.5317559147950006
0.3720931205815948,4,1,4,2,0.5281877483254636
0.8688334257530319,20,1,20,19,0.9998588366430653
0.9479821022443432,24,3,24,21,0.8844937075902553
0.9168594379294568,13,3,13,8,0.6236740508715988
0.620326481186056,17,1,17,16,0.9770255136293612
0.713704780670528,4,1,4,3,0.8784995660861143
0.3781378806747319,11,3,11,9,0.8357865977963999
0.6621846205422759,6,3,6,3,0.6538886198855247
0.8398314411278374,15,1,15,8,0.5442041116828233
0.8250907036817797,20,3,20,10,0.5143913381566695
0.8030823534041713,24,2,24,20,0.8520398840496117
0.4777784969053464,9,2,9,6,0.6752937794032985
0.7039506121127799,18,3,18,9,0.5455010455256651
0.785838219590137,9,1,9,8,0.8918265063705715
0.587925669392762,13,3,13,11,0.8488209357467317
0.8278830654043263,13,1,13,9,0.7460581465397691
0.504946632979375,8,2,8,6,0.8104028422110456
0.5584480449352485,14,3,14,8,0.6200728093890966
0.39551799686519834,19,3,19,13,0.7001502444551406
0.768600544218159,7,1,7,6,0.9483942049530059
0.6343769841577234,21,1,21,12,0.5961445094043354
0.3745211697598873,8,2,8,5,0.6392951695159793
0.45620629056604806,24,2,24,13,0.5603179355503004
0.6264672608196354,17,2,17,9,0.5643741991498219
0.5480597079860932,12,2,12,10,0.8997051994545213
0.7267402336945445,18,2,18,10,0.5784888413580969
0.5763715791452435,20,2,20,18,0.9341505535177934
0.4007102046084091,6,1,6,5,0.9931284979334076
0.6719543875923994,17,2,17,14,0.8799777044687929
0.6687594523841204,5,1,5,2,0.5311706812556207
0.438643455143736,22,3,22,18,0.8435827527016655
0.8566644035801773,14,3,14,7,0.5152360763667971
0.8703289886448339,9,3,9,6,0.6985819162520412
0.4129214999194885,8,2,8,6,0.7819825460094182
0.8544259915267586,15,1,15,14,0.9452636403699475
0.7061554721324292,7,2,7,6,0.8945856193036692
0.6490653193574343,18,3,18,15,0.8684112376974564
0.6846453595702624,11,1,11,8,0.7822292712613206
0.5772635755707736,8,2,8,7,0.9498236985725061
0.7145331333761437,16,2,16,12,0.8028874096784435
0.49233607504159665,24,2,24,16,0.6826784098370289
0.6426858804852427,14,2,14,8,0.6425475843469235
0.45402415717685285,12,3,12,6,0.5258177389372565
0.3609454888570166,8,3,8,7,0.9483051314870103
0.695599050683396,14,3,14,12,0.9085360354746399
0.5047416962269639,9,3,9,8,0.9104307365766763
0.7810743625019321,14,2,14,8,0.6399895468301421
0.8116957599151621,9,2,9,5,0.6618396182021218
0.6052618631698501,4,1,4,3,0.7649200115905583
0.7743380573866667,17,2,17,13,0.7906191107113061
0.44261762916452135,7,1,7,5,0.7662947162757929
0.3810941220934561,21,2,21,16,0.7743015589690766
0.6793531879333863,5,1,5,4,0.8422857739399167
0.40272086674559404,8,1,8,7,0.8801139299448433
0.7073832443647066,9,3,9,8,0.8971447249832312
0.4140195500680616,8,2,8,6,0.8729872627743591
0.5951109757615501,24,3,24,23,0.9691702284105189
0.4587398396993961,6,1,6,5,0.8705603246450295
0.6946838679079471,11,3,11,9,0.8976336559299452
0.4709763920286467,6,1,6,3,0.593202493394072
0.4914150476389998,17,2,17,16,0.953933065231258
0.5397179493778967,13,1,13,10,0.8414910317085662
0.6211691607794235,11,2,11,10,0.9498337226460866
0.7244609265091025,4,3,4,2,0.7193723376941695
0.6964917625436754,20,1,20,13,0.695741055100751
0.6691144878129043,24,3,24,18,0.7714246553067045
0.6089168858818655,6,3,6,5,0.8652745684046508
0.7662305644420031,23,3,23,21,0.9393145576867191
0.6472541758423793,10,3,10,8,0.8942986056122654
0.4410049278396507,4,1,4,2,0.6242445699072329
0.7963677755436062,7,2,7,5,0.8570320411118071
0.6463888922785175,13,1,13,7,0.5514580153720725
0.6718888108907568,18,1,18,10,0.5637443311659912
0.5883723743362204,11,1,11,8,0.7431787409978039
0.5953731062512959,16,2,16,8,0.5061015361590222
0.7090656207231362,7,2,7,4,0.6258995294534764
0.5574175961023516,14,2,14,13,0.9542252806668141
0.7000350768596723,11,3,11,8,0.7310029018220663
0.9183700037670891,15,2,15,11,0.7931149160083986
0.6535332073306795,4,3,4,3,0.8630477930312004
0.705777743155293,15,1,15,14,0.9612496905886478
0.7743431805880392,13,1,13,10,0.7881441800834066
0.7140290278297134,22,1,22,12,0.5521234830259047
0.8542637791882537,14,3,14,7,0.5614053909228669
0.4915436207570487,17,2,17,15,0.918745394501246
0.5492878475929633,22,3,22,15,0.6995013519350651
0.38285698329321877,12,2,12,10,0.9014267242990057
0.35277921380276167,12,3,12,8,0.6990843467954717
0.6724373617627537,14,2,14,9,0.6731729971829806
0.5581719211377366,5,3,5,3,0.7261089704449035
0.4847628937639892,15,3,15,8,0.5704285101898999
0.455832191903734,10,2,10,5,0.5169395801232974
0.5368839026796544,14,2,14,8,0.6100486070405485
0.47760847060473577,20,3,20,19,0.9877706578413781
0.6253933928102078,23,2,23,21,0.930316008945367
0.6710418313601951,11,1,11,7,0.6497979558832385
0.5359621557611665,22,3,22,19,0.8998910110371348
0.5596321994295997,20,1,20,13,0.6888629737200846
0.8519388879753997,22,2,22,14,0.6470223396104857
0.7784355198738969,21,2,21,16,0.7672279456286235
0.6386527690325515,9,3,9,5,0.5776201229653563
0.4591568782971627,10,3,10,6,0.6866546581398765
0.5124468038861323,17,2,17,11,0.7043670855490483
0.3652318133962069,21,3,21,17,0.8294619709550757
0.3662575955020901,6,3,6,5,0.8359463717993643
0.3618263226526185,18,1,18,10,0.5892723310271668
0.7416476647111248,18,2,18,16,0.9026574836789525
0.9432372691732657,17,3,17,16,0.9813246592774374
0.916645835346364,24,2,24,15,0.6465738651305066
0.8878014911126718,10,2,10,5,0.542754265427234
0.4747317530876164,22,1,22,20,0.9382220379376469
0.735755338168552,21,2,21,20,0.955312001770152
0.7248567626259506,14,2,14,12,0.9125536657113299
0.5678355273170543,15,1,15,10,0.6725960724406378
0.814300713920804,12,2,12,11,0.9305340099873608
0.4817063150485752,15,1,15,14,0.9342339879489564
0.6424587189497082,17,3,17,15,0.8999276279736577
0.60512810268154,22,1,22,13,0.634338679692473
0.67498052879652,16,1,16,10,0.6289438427166012
0.43361364444369443,14,2,14,13,0.9922010903517761
0.6654141093816115,16,2,16,10,0.6361536632596845
0.36103440592848,21,1,21,19,0.9075272142012285
0.6488544521066034,5,1,5,3,0.7026240440138444
0.6484789363879343,15,3,15,8,0.5532893650643371
0.4340111231962694,9,3,9,7,0.7987065510851541
0.7103101162601919,24,3,24,18,0.7866471890897003
0.8528641779069774,24,2,24,18,0.7594588526414188
0.378179580065033,14,1,14,7,0.5413993339625632
0.7118912656798329,24,3,24,15,0.6443468683853499
0.5634036298789694,20,3,20,12,0.6485608578115876
0.6898427841781383,5,3,5,4,0.8318355826813241
0.9120978435948548,8,1,8,5,0.6349556111960974
0.673905667344916,22,3,22,20,0.9207648301550218
0.8578447095887343,16,3,16,10,0.6671219454084805
0.812547322247493,24,1,24,12,0.5375688908679044
0.7869132537221619,14,2,14,10,0.7298407563805656
0.3955600462217732,21,1,21,10,0.5011696953128891
0.9306196329242519,9,2,9,4,0.5515468730068724
0.5387579340856465,20,1,20,17,0.895006779395928
0.7643361394673843,20,3,20,10,0.5433526059310918
0.9249024758023582,22,3,22,19,0.9032805739307248
0.7452700200264304,19,2,19,18,0.9902884000899941
0.8920182875816149,15,3,15,12,0.8465876057284624
0.380957483995226,18,2,18,14,0.7941318784849656
0.9496120997395009,24,2,24,22,0.9577441487940209
0.37036758715147927,24,3,24,15,0.6486745036862753
0.9046377172259182,21,3,21,20,0.972133244556717
0.6345285299944783,23,3,23,16,0.727571842518078
0.6634607456427013,10,1,10,8,0.8250836752216141
0.5688183496743835,15,1,15,8,0.5384766008146046
0.7677732655268839,11,2,11,9,0.8623833857643808
0.3892138044793654,18,1,18,13,0.7692007451903937
0.746993105048325,16,2,16,12,0.7600840549393659
0.6060902339929186,15,2,15,10,0.7087530420139461
0.6271657103453525,5,2,5,2,0.5001187617879423
0.4612837457460335,21,3,21,11,0.5350148528737355
0.35569126017709884,20,1,20,10,0.5187983866031305
0.6378687961139029,19,3,19,13,0.6991436919878178
0.4050196010668581,10,1,10,8,0.8661359035923226
0.3520078172257875,16,2,16,10,0.6485014382274411
0.8616930930151407,21,2,21,16,0.7945542672354474
0.5163593874180641,24,2,24,12,0.5225503386101615
0.41568055920746905,7,3,7,6,0.9749805919751127
0.8218070086493312,14,2,14,13,0.9911652575400408
0.8805193868789017,14,2,14,11,0.8067056946053539
0.4502203676552451,23,3,23,16,0.7007901182127437
0.8526954411699472,24,3,24,18,0.7563442555082542
0.4884018870306552,5,1,5,3,0.6102431045350877
0.4618629572865527,6,2,6,5,0.9003848435649375
0.7278667537976918,20,1,20,19,0.9638761415976065
0.9469446935878612,13,3,13,11,0.8791192378520456
0.7676123708322753,6,3,6,3,0.6122202859183303
0.4842905688935738,18,1,18,14,0.7964699674208515
0.6980517247026867,5,3,5,4,0.9387304313151902
0.5093600255532236,12,3,12,11,0.9778257491148767
0.8672765703592703,12,3,12,9,0.8276209903195109
0.6805144223654835,5,3,5,2,0.5025410699090129
0.76742857570985,19,2,19,14,0.7663012597003811
0.9272731835552298,19,1,19,17,0.9472399654840338
0.9448852010870289,21,1,21,15,0.740293288663324
0.7054446707957105,6,2,6,4,0.7718894539986996
0.8686957281844091,4,2,4,3,0.7606301560902075
0.8708964824309281,4,3,4,3,0.9336471004799012
0.7750177860290208,14,1,14,11,0.8487357308346418
0.7580844630561803,9,3,9,8,0.9408185663851751
0.9267891729109444,22,3,22,20,0.9129083752823813
0.4273219204840671,14,1,14,12,0.8717541281458039
0.4464559376289849,7,2,7,6,0.9160670889788709
0.6544806402565018,10,2,10,6,0.6435190665874564
0.7201561510254453,20,1,20,16,0.8159067635083341
0.5058821486384959,16,3,16,9,0.5642243590465956
0.5200057689593489,10,2,10,7,0.7161203919462562
0.8540729016447313,18,2,18,15,0.8768494170252596
0.8232841891224465,23,2,23,22,0.973648944128169
0.4498265521593634,15,2,15,12,0.8542860023013147
0.634144333061053,21,2,21,20,0.9950741863753235
0.7556313543120526,15,3,15,8,0.565043120065316
0.8049579175574135,10,1,10,5,0.5110617757644986
0.5441661314897247,18,3,18,11,0.6262543748441911
0.35061768790738,5,2,5,3,0.7342697083842922
0.9165821809746979,6,1,6,5,0.927104887230783
0.6662144577271172,14,2,14,12,0.8864113900084023
0.4880322098188603,14,3,14,13,0.9340271612661464
0.9279419920640791,24,3,24,17,0.7098636584630611
0.7331155685984513,9,3,9,5,0.6371076011743351
0.9403865887758969,4,2,4,3,0.9470496018395672
0.4879727635346517,6,1,6,4,0.8258334126879425
0.5711158062342566,18,3,18,17,0.9840967139573609
0.46131530942187265,20,1,20,17,0.8882984263958709
0.8125531067864311,17,2,17,14,0.8805119954714995
0.7257321929788492,15,1,15,14,0.9559180174799555
0.9305067581682666,23,2,23,16,0.7310486453828303
0.3507391010998555,10,1,10,8,0.8036532241313357
0.49852397336202503,12,2,12,7,0.6127700712218678
0.446495281446914,24,1,24,19,0.7951319694428112
0.6099480493829934,16,1,16,8,0.5058102699540503
0.3934681326767353,21,2,21,20,0.9873499259353449
0.783132576756161,14,1,14,12,0.8785296338056117
0.9215891828232302,12,3,12,8,0.7402534736289145
0.4129581070509049,20,1,20,15,0.7854522509220822
0.361020582164324,23,1,23,17,0.779824341743457
0.3558625084515102,4,2,4,3,0.7671211029882226
0.8795200914917599,4,1,4,2,0.5392892485775104
0.5881539657209576,5,2,5,3,0.783770424130779
0.7636789814823595,21,3,21,12,0.600075122122405
0.45048954935544183,20,3,20,11,0.5621099833640297
0.887732781611023,12,2,12,9,0.808302290931237
0.7177665049193636,12,2,12,11,0.9676009076497298
0.9184102775786231,23,2,23,18,0.806128992940579
0.6406390685444243,14,2,14,12,0.9086488849812469
0.62139097071098,6,3,6,4,0.7632013304680566
0.7889537130531992,14,2,14,7,0.5301760419952819
0.49826194040608784,16,1,16,14,0.9358917832961009
0.4815283924148266,17,1,17,10,0.5910589578443497
0.8238191042854874,22,2,22,11,0.510430569645769
0.741957811542398,8,1,8,5,0.7466384233918998
0.398915893731456,22,3,22,13,0.6102805624611616
0.6010398732005916,18,1,18,16,0.9202262031384667
0.4545160019469522,24,3,24,16,0.7079536830734704
0.8577471752114295,8,2,8,7,0.9938247818680289
0.37406551484748946,20,3,20,15,0.7893377042861967
0.6131692515137542,24,2,24,17,0.7433344707123515
0.8740539428489963,5,2,5,4,0.8275046694160543
0.9452799898044034,15,3,15,12,0.8114832917817414
0.7289361320555123,18,1,18,10,0.5657838425636299
0.7794949788092531,19,2,19,11,0.589841554435121
0.4925259949543266,17,2,17,10,0.5904884763547449
0.8626310560217474,16,1,16,9,0.6236155372015886
0.8724499407635068,18,2,18,13,0.7574086769648452
0.5655400216398594,5,3,5,2,0.5817619362925114
0.5846489219910564,5,3,5,4,0.8283683322706461
0.5451140385348169,11,1,11,6,0.6185139285541681
0.4908044229569306,13,3,13,9,0.7210121868914288
0.5485336177935032,13,2,13,7,0.5728782841223758
0.6196603011282427,11,3,11,10,0.9742916774257169
0.5015166692452515,23,1,23,18,0.8027690788224414
0.564039231824001,15,1,15,13,0.8908951649225147
0.7732313564673221,18,3,18,14,0.7790701247969314
0.6739435037013275,23,2,23,22,0.9933464901785808
0.423782485117776,8,2,8,4,0.5196717703342548
0.42326594840601606,9,1,9,8,0.9669375087639525
0.5396936629860503,20,3,20,10,0.520786429525196
0.4390059205772533,24,2,24,23,0.9825593482180228
0.35296398856064576,5,1,5,4,0.8195599689077502
0.8707509767120132,18,3,18,13,0.7444232901284601
0.7501185545276625,23,3,23,11,0.5149867949363389
0.5347579649547145,19,2,19,11,0.6009267260614741
0.7540594599949504,21,1,21,11,0.5469503578947092
0.7535612709350757,9,1,9,8,0.9816734164101995
0.503183914837059,4,3,4,3,0.9893156437002653
0.5745780602838756,21,2,21,16,0.8089236201006069
0.8713429906872309,11,1,11,5,0.5151935298484185
0.9085692173041866,17,1,17,13,0.800304771273118
0.9145252138028389,17,1,17,14,0.8334857584954536
0.6963111420270489,5,2,5,4,0.8024769613452705
0.5408669321708717,4,1,4,3,0.9966684686793142
0.8014566575693435,24,1,24,15,0.6443427977653191
0.4154657790594498,5,1,5,4,0.8825954322778924
0.905404898528427,22,2,22,20,0.9506878247942221
0.8767346954247964,22,1,22,19,0.9089171080875108
0.42212543322236507,10,1,10,6,0.6641906139425405
0.7281252489974865,10,3,10,8,0.8477336033449311
0.5831348607622074,4,1,4,3,0.7728434442477368
0.6166516716507209,9,2,9,7,0.7935308538505754
0.4510666310856318,17,2,17,14,0.879672163961433
0.6502671854784449,24,2,24,23,0.9757392798329956
0.8583004168235445,24,1,24,16,0.6706239138130782
0.5781173712715142,5,1,5,3,0.6230348293989991
0.6360172850246955,14,3,14,12,0.9064928693580467
0.7808738457358966,14,1,14,12,0.911196709408529
0.6085172549228199,19,3,19,10,0.5356401350275819
0.9227960180199845,7,3,7,4,0.6900372544686026
0.46829247594372636,16,2,16,9,0.5972791615926505
0.44979896464588526,7,1,7,4,0.6424364509809615
0.5343739789557719,18,3,18,14,0.7904660266313989
0.40377580349296527,21,2,21,13,0.6363120003667668
0.5981294609152109,14,3,14,11,0.8405589269824914
0.45886300861737617,16,3,16,13,0.8545231308612163
0.41412615385684626,13,1,13,8,0.6282813918506819
0.9277561251425478,7,2,7,6,0.902996274887579
0.6801359252937571,16,2,16,8,0.5561521722056095
0.3515504089069894,24,2,24,19,0.7967692845615736
0.8262463102283097,18,2,18,10,0.5873867214136885
0.5664635114663599,13,1,13,8,0.618435279487241
0.8183153091463171,21,3,21,19,0.9255871304263854
0.7528548017183686,21,3,21,17,0.8119296623382866
0.6210606072423375,21,1,21,12,0.5840071038724317
0.7921242469665093,5,1,5,3,0.6083699000453878
0.407428733312097,19,1,19,15,0.820985750221633
0.7142564216532684,14,2,14,8,0.6284419238228574
0.729209291612251,5,3,5,3,0.7985234584478458
0.7555047470524255,13,2,13,9,0.7228954572886145
0.7847101108391707,14,3,14,9,0.6705450122371103
0.8412242342715396,7,2,7,4,0.6686135663777102
0.8933148753978043,16,2,16,10,0.6324477236183668
0.73717390251543,7,3,7,4,0.7005939570194913
0.5701736475228804,9,1,9,7,0.8085778916978235
0.6154459618884016,5,1,5,2,0.5349658028547171
0.7341009342968996,11,2,11,8,0.7964059958267113
0.7580791586620708,15,1,15,10,0.7284293224401843
0.46419491769144067,5,3,5,3,0.6892382117429345
0.5677665631075952,6,2,6,4,0.7231761755988211
0.5501417296833202,15,2,15,14,0.9788126422526902
0.45518176541459576,18,1,18,10,0.5852389690869588
0.5956867118031223,19,1,19,12,0.6504265541766275
0.9387418246065823,6,2,6,3,0.6173210409277268
0.5895895494855848,11,2,11,10,0.9962417510791877
0.9062005807545771,15,1,15,13,0.9210166471882106
0.6625747863632252,9,2,9,4,0.5445622160580084
0.8031622522980847,4,1,4,3,0.9130338151262642
0.8192168526022314,5,1,5,2,0.5180801902623811
0.5318770135671971,21,1,21,14,0.6800682037357595
0.4025856480583031,12,1,12,7,0.6527621553290117
0.58818891024457,7,2,7,5,0.7578397138482489
0.9016351839286504,14,3,14,13,0.9960790074116563
0.8608549746470574,13,3,13,9,0.6985893887146055
0.6738395712559657,16,3,16,13,0.8371519032045243
0.6694887155356557,17,2,17,9,0.5706390246377528
0.4771894945413431,17,1,17,11,0.6612639889232076
0.3637362949856721,5,3,5,3,0.6730498632688928
0.9353661205159489,13,1,13,10,0.7875816752483125
0.6376126640827111,4,3,4,2,0.7435309594094679
0.7137517626505865,17,1,17,11,0.6587657239383685
0.9216785165607766,9,1,9,7,0.8331534429175198
0.42305714667516486,24,2,24,18,0.7530537774233754
0.489530815019228,16,1,16,15,0.9682245869418302
0.8756631155588255,9,1,9,4,0.5088439048066287
0.711531898305719,22,3,22,11,0.5306748135553341
0.8184569516410638,13,1,13,6,0.5290818977527378
0.9469197903018602,18,1,18,12,0.7151685887544605
0.08413295170999968,0,0,0,0,0.11740440611162238
0.10307748183763893,2,0,2,0,0.07641331922246845
0.24933937077059537,0,0,0,0,0.09228291573465162
0.11125072415732234,1,5,1,0,0.10864762045149919
0.20841872675210865,2,4,2,0,0.09811136930579971
0.12084724808895492,2,4,2,0,0.12413068433503113
0.1967228761122804,1,0,1,0,0.001654689664297082
0.1332307996359523,2,0,2,0,0.0028788415234585027
0.10196264174900685,1,5,1,0,0.020566455859349856
0.15706202629051835,0,0,0,0,0.0018181161965839909
0.0982402915199083,0,0,0,0,0.12023056678244844
0.2419153288642067,0,5,0,0,0.03987767049814702
0.17921802469250164,0,5,0,0,0.022385666692526417
0.07543995253748992,1,4,1,0,0.07140271940531498
0.12517765702915387,0,4,0,0,0.05885905822927118
0.24124443812978968,0,0,0,0,0.015322429448630714
0.1817384292414887,0,0,0,0,0.1213325192454492
0.0652833718876103,0,4,0,0,0.13954783272567353
0.10061168656015691,0,5,0,0,0.07431781551914726
0.1272697819696631,1,0,1,0,0.09209003771400927
0.063330408112138,0,5,0,0,0.015854021985941113
0.24765505420002626,2,0,2,0,0.00717462305911582
0.05760436964749099,2,5,2,0,0.09885533013055212
0.2104261116255175,2,0,2,0,0.143475209744922
0.1975016718918014,1,5,1,0,0.044480337193148284
0.11994064594916992,2,5,2,0,0.09920559166056216
0.08703911357349359,2,4,2,0,0.014759347457009596
0.18206054394026766,1,4,1,0,0.012392649518890303
0.15293151731470234,0,5,0,0,0.11737273868459068
0.095568483508622,0,4,0,0,0.10010255970696426
0.052085539879480613,1,4,1,0,0.01038814594287899
0.2419653036151858,2,4,2,0,0.1343721896057823
0.11444310068892567,2,4,2,0,0.09028223844544832
0.1664845316414493,2,4,2,0,0.019214361954930002
0.11765350119889968,1,5,1,0,0.014251754848845699
0.12519857798826228,1,4,1,0,0.09194093737417883
0.23861516754894152,1,0,1,0,0.1013973413379533
0.14920956773597732,0,0,0,0,0.04288601838587402
0.21318938779372348,2,5,2,0,0.1269771508035417
